episode,reward,total_steps
113,189.1995626091957,9826
114,183.24148273468018,9994
115,186.80298590660095,10165
116,168.2206832766533,10317
117,189.0669419169426,10490
118,167.80266672372818,10642
119,182.0113189816475,10808
120,176.54789358377457,10969
121,196.76831585168839,11150
122,157.90873247385025,11292
123,161.3226689696312,11438
124,182.79982233047485,11605
125,206.7328382730484,11805
126,200.99161821603775,11991
127,153.59249114990234,12129
128,200.00565141439438,12329
129,212.51803988218307,12526
130,205.63502979278564,12726
131,188.56171292066574,12903
132,200.2052539587021,13103
133,183.81783765554428,13275
134,200.5188000202179,13475
135,164.4681943655014,13624
136,161.42729622125626,13766
137,193.06568574905396,13939
138,200.37835389375687,14139
139,135.9136009812355,14267
140,199.33230191469193,14467
141,206.8662030696869,14667
142,156.3920179605484,14807
143,168.6360406279564,14960
144,187.57144951820374,15132
145,148.2398104071617,15265
146,148.61521971225739,15398
147,135.17600989341736,15526
148,197.3995947241783,15709
149,208.3703013062477,15902
150,96.6447189450264,15990
151,162.2970279455185,16137
152,116.66851443052292,16247
153,104.55977100133896,16345
154,200.58102893829346,16545
155,128.58168506622314,16658
156,100.82631182670593,16754
157,107.92665404081345,16856
158,120.49195438623428,16972
159,87.75199508666992,17056
160,201.70796316862106,17256
161,189.2782774567604,17419
162,171.65613424777985,17580
163,145.2215245962143,17716
164,140.8314653635025,17841
165,208.85022288560867,18034
166,106.57911437749863,18134
167,149.13879138231277,18271
168,136.49813616275787,18399
169,116.45238000154495,18505
170,130.00760823488235,18625
171,128.9633425474167,18734
172,110.97778195142746,18836
173,119.69569402933121,18945
174,149.47865933179855,19080
175,150.96309089660645,19217
176,115.65905159711838,19318
177,109.00132966041565,19412
178,111.79440885782242,19508
179,111.88098472356796,19605
180,127.12994015216827,19717
181,120.73910903930664,19823
182,120.11226028203964,19929
183,130.69161766767502,20044
184,140.63015162944794,20168
185,149.74638897180557,20304
186,116.94888347387314,20407
187,214.95655077695847,20607
188,113.810655772686,20706
189,207.1249789595604,20906
190,201.99117028713226,21106
191,155.09510946273804,21246
192,122.65527206659317,21354
193,109.65200400352478,21455
194,108.85804963111877,21549
195,154.63613605499268,21688
196,159.41259557008743,21831
197,149.47448933124542,21964
198,129.99388563632965,22078
199,107.98539519309998,22171
200,215.3023185133934,22370
201,123.5553702712059,22478
202,132.63277351856232,22595
203,132.67241579294205,22712
204,126.20997470617294,22823
205,135.28372997045517,22943
206,135.13220024108887,23063
207,127.09805083274841,23175
208,131.0264699459076,23291
209,167.0587198138237,23443
210,139.9014155268669,23568
211,136.4284963607788,23689
212,162.96876603364944,23837
213,127.75880575180054,23949
214,130.5724594593048,24061
215,137.04527205228806,24182
216,134.97021234035492,24301
217,123.76991790533066,24409
218,134.10882860422134,24528
219,125.43426889181137,24638
220,179.0202792286873,24801
221,126.34130990505219,24912
222,123.44617074728012,25020
223,142.6163656115532,25143
224,184.49825447797775,25310
225,139.70471149683,25434
226,177.5414915084839,25596
227,199.55101895332336,25779
228,133.60360568761826,25897
229,140.4881631731987,26022
230,155.47671341896057,26162
231,120.50442957878113,26267
232,146.90325194597244,26398
233,205.78770315647125,26579
234,133.6186199784279,26697
235,135.62329280376434,26817
236,202.284990131855,26999
237,105.80391365289688,27090
238,126.85451591014862,27201
239,141.64922958612442,27327
240,143.23249059915543,27455
241,160.48869621753693,27599
242,146.50587302446365,27731
243,33.153993129730225,27764
244,155.64013636112213,27904
245,120.64258009195328,28009
246,122.82550305128098,28113
247,152.53996580839157,28250
248,222.4190108180046,28446
249,144.8672661781311,28575
250,110.48629343509674,28670
251,134.07011896371841,28788
252,159.73051488399506,28933
253,108.90347415208817,29027
254,114.58424526453018,29127
255,146.964481651783,29258
256,215.17463248968124,29458
257,107.51334917545319,29551
258,116.23965066671371,29652
259,118.31409442424774,29756
260,153.99576222896576,29894
261,180.85604697465897,30059
262,144.57532572746277,30187
263,159.06554222106934,30322
264,142.95634829998016,30449
265,113.0565704703331,30545
266,126.81387162208557,30654
267,108.8876981139183,30746
268,123.98346871137619,30852
269,133.06747388839722,30965
270,134.1437732577324,31083
271,155.71815884113312,31223
272,132.79603230953217,31340
273,173.44748723506927,31493
274,147.35930860042572,31621
275,131.86223703622818,31737
276,133.91146928071976,31855
277,130.00356876850128,31969
278,219.87237584590912,32163
279,127.59904265403748,32271
280,156.4621084332466,32404
281,140.19603860378265,32526
282,140.69585037231445,32647
283,112.72751271724701,32742
284,119.00183069705963,32844
285,117.70913404226303,32944
286,133.6869459748268,33061
287,114.90604323148727,33159
288,126.07125133275986,33267
289,121.98540115356445,33370
290,118.4335527420044,33471
291,141.69289869070053,33597
292,117.95378071069717,33697
293,119.38438093662262,33799
294,137.8799359202385,33921
295,110.47254449129105,34015
296,114.64670687913895,34112
297,117.46299666166306,34212
298,116.46125155687332,34311
299,14.983656287193298,34326
300,111.51979166269302,34421
301,119.79082107543945,34524
302,115.90386241674423,34623
303,122.73934936523438,34729
304,117.78155785799026,34831
305,115.46848613023758,34928
306,124.81109172105789,35034
307,116.08692264556885,35133
308,117.7513398528099,35233
309,117.93266314268112,35331
310,117.07750219106674,35431
311,112.94160425662994,35529
312,123.25469797849655,35634
313,115.35776197910309,35735
314,112.45636993646622,35831
315,116.89780467748642,35932
316,113.17960441112518,36029
317,112.09902620315552,36124
318,113.14151507616043,36219
319,115.27683407068253,36319
320,117.61488044261932,36418
321,119.88209533691406,36519
322,115.97980624437332,36618
323,119.80275410413742,36720
324,116.07489931583405,36819
325,112.06110268831253,36913
326,121.06218826770782,37016
327,119.71377408504486,37118
328,123.50495731830597,37224
329,121.42066967487335,37329
330,110.0016582608223,37423
331,134.50622326135635,37537
332,137.15009182691574,37655
333,228.31511843204498,37855
334,149.8002928495407,37986
335,154.96756201982498,38123
336,146.28945446014404,38250
337,129.4778259396553,38363
338,145.60636395215988,38491
339,134.51613253355026,38607
340,138.7680647969246,38727
341,124.163922727108,38836
342,130.65845054388046,38949
343,129.69968819618225,39063
344,128.18014347553253,39174
345,133.30666959285736,39292
346,120.39699065685272,39395
347,127.02093321084976,39506
348,125.49036204814911,39616
349,122.50035214424133,39724
350,122.59927976131439,39832
351,149.24322873353958,39962
352,139.99598288536072,40084
353,131.99307811260223,40196
354,140.03518974781036,40316
355,133.03859543800354,40432
356,135.18701720237732,40550
357,134.64155852794647,40667
358,134.4363718032837,40782
359,132.95924335718155,40897
360,134.27559900283813,41013
361,127.2378078699112,41123
362,121.07833009958267,41229
363,133.37669283151627,41345
364,128.37935227155685,41456
365,137.7144742012024,41575
366,130.42056900262833,41686
367,130.30599451065063,41797
368,139.4365600347519,41920
369,124.77026665210724,42028
370,139.45169800519943,42148
371,135.44228214025497,42265
372,137.19231909513474,42382
373,88.52372753620148,42465
374,44.01411598920822,42509
375,138.96300983428955,42630
376,118.64563781023026,42731
377,201.62586170434952,42906
378,179.9981688261032,43063
379,132.30162107944489,43177
380,122.12815165519714,43292
381,110.31064784526825,43392
382,151.68102777004242,43522
383,110.51621919870377,43624
384,124.66105180978775,43738
385,108.68051016330719,43837
386,135.88432705402374,43963
387,121.85289978981018,44074
388,130.33991265296936,44194
389,215.888134598732,44394
390,140.2430852651596,44523
391,210.48207825422287,44710
392,221.3877814412117,44907
393,141.0002229809761,45033
394,177.9061678647995,45188
395,144.50498390197754,45318
396,168.8567299246788,45472
397,202.43756198883057,45659
398,200.75919741392136,45859
399,115.21841567754745,45961
400,128.91884988546371,46074
401,133.38902062177658,46193
402,161.9419750571251,46337
403,126.59588307142258,46448
404,181.3828707933426,46608
405,172.55083614587784,46760
406,129.9607663154602,46875
407,141.41651624441147,47001
408,153.3852982521057,47140
409,209.77788800001144,47340
410,184.31598913669586,47503
411,123.03610426187515,47611
412,155.0691118836403,47747
413,151.17560666799545,47879
414,164.78548562526703,48023
415,128.54676795005798,48137
416,170.54429268836975,48292
417,151.32250225543976,48426
418,132.07594865560532,48544
419,178.51811122894287,48703
420,159.9181628227234,48845
421,149.10531222820282,48980
422,150.54283618927002,49113
423,156.95856696367264,49254
424,153.9538454413414,49392
425,148.63057416677475,49523
426,135.11080116033554,49642
427,130.7762986421585,49758
428,133.1186866760254,49875
429,142.65462547540665,50002
430,123.22231882810593,50111
431,149.34818416833878,50242
432,137.94429594278336,50363
433,131.8243094086647,50478
434,139.12642961740494,50602
435,126.53422355651855,50713
436,116.81973528862,50817
437,133.10661220550537,50935
438,141.65640473365784,51061
439,119.72084385156631,51167
440,116.72896498441696,51269
441,158.59822326898575,51411
442,120.81877082586288,51519
443,132.0837835073471,51636
444,114.91871964931488,51738
445,131.79661732912064,51853
446,141.9876418709755,51978
447,120.44585931301117,52082
448,128.50540608167648,52194
449,142.33036732673645,52322
450,122.44159770011902,52428
451,113.11685913801193,52528
452,122.10222029685974,52635
453,130.12584519386292,52750
454,119.49457961320877,52853
455,124.13858211040497,52961
456,120.20889830589294,53068
457,124.00228130817413,53176
458,109.08975112438202,53273
459,108.45641762018204,53368
460,124.09753102064133,53477
461,137.72686737775803,53596
462,124.65295588970184,53703
463,127.85941851139069,53815
464,136.40334278345108,53935
465,123.75241255760193,54041
466,125.14193320274353,54151
467,121.75289326906204,54257
468,125.71033257246017,54367
469,125.5580667257309,54477
470,119.61796712875366,54580
471,128.1697199344635,54692
472,103.2610884308815,54781
473,136.46651285886765,54901
474,124.30248600244522,55009
475,107.94758385419846,55101
476,115.68860393762589,55201
477,112.31088495254517,55297
478,123.9883263707161,55405
479,118.29795348644257,55507
480,124.08405375480652,55615
481,116.8665024638176,55715
482,125.82074642181396,55823
483,124.55834639072418,55932
484,128.91638618707657,56042
485,125.48840975761414,56152
486,124.7761989235878,56261
487,127.97325247526169,56370
488,122.7461684346199,56477
489,121.54980462789536,56583
490,133.46658331155777,56697
491,126.7441930770874,56808
492,121.80264437198639,56914
493,125.31409442424774,57021
494,121.97713947296143,57124
495,130.06468653678894,57238
496,121.97075963020325,57344
497,116.83372658491135,57443
498,126.9093114733696,57554
499,123.53595501184464,57662
