episode,reward,total_steps
0,18.00114417076111,18
1,10.980148673057556,29
2,11.010018110275269,40
3,28.005366325378418,68
4,71.35254859924316,140
5,17.028456926345825,157
6,11.99368691444397,169
7,14.97206461429596,184
8,10.96897554397583,195
9,19.979832530021667,215
10,9.970982074737549,225
11,10.036926984786987,235
12,15.971266627311707,251
13,9.99277150630951,261
14,14.958665370941162,276
15,21.954116940498352,298
16,13.013777494430542,311
17,15.917012572288513,327
18,25.966548442840576,353
19,15.97706913948059,369
20,12.006717085838318,381
21,20.00755548477173,401
22,17.983322024345398,419
23,11.998933672904968,431
24,24.932673931121826,456
25,33.92873990535736,490
26,20.96638286113739,511
27,41.9711252450943,553
28,12.945868372917175,566
29,14.958495497703552,581
30,9.969654202461243,591
31,10.965072870254517,602
32,9.97295206785202,612
33,16.919851660728455,629
34,9.99800181388855,639
35,22.958310544490814,662
36,21.978020429611206,684
37,14.01237404346466,698
38,25.95426970720291,724
39,29.905916333198547,754
40,28.99405348300934,783
41,10.968399405479431,794
42,12.017650127410889,806
43,69.95963430404663,876
44,44.011515974998474,920
45,90.88619422912598,1012
46,96.06047195196152,1109
47,144.99648040533066,1238
48,28.954582452774048,1267
49,72.82061922550201,1340
50,67.88848030567169,1408
51,152.22755336761475,1545
52,176.90041828155518,1724
53,92.10578155517578,1816
54,97.515576004982,1914
55,121.75671756267548,2036
56,87.47586816549301,2124
57,94.65900027751923,2219
58,111.73808115720749,2332
59,73.63377231359482,2406
60,79.94687020778656,2487
61,161.55802828073502,2648
62,197.64065116643906,2848
63,198.2879502773285,3048
64,197.60610246658325,3248
65,197.89464658498764,3448
66,196.89951169490814,3648
67,197.62624204158783,3848
68,198.02802389860153,4048
69,196.52657467126846,4248
70,198.34022825956345,4448
71,196.23289841413498,4648
72,198.59197741746902,4848
73,198.23705333471298,5048
74,197.65053313970566,5248
75,203.21286034584045,5448
76,197.5573364496231,5648
77,206.41479551792145,5848
78,194.72449660301208,6048
79,197.22332274913788,6248
80,197.11041939258575,6448
81,196.83890080451965,6648
82,195.83187556266785,6848
83,194.65881460905075,7048
84,199.49441528320312,7248
85,196.42317813634872,7448
86,195.20453542470932,7648
87,156.96033835411072,7791
88,146.90547287464142,7923
89,194.49718248844147,8123
90,195.2302936911583,8323
91,195.31826198101044,8523
92,197.41851443052292,8723
93,45.95234799385071,8769
94,131.3570036292076,8896
95,194.97403812408447,9096
96,196.41262716054916,9296
97,194.52936100959778,9496
98,194.3347669839859,9696
99,208.31401842832565,9896
100,122.71938037872314,10013
101,204.84362572431564,10213
102,194.03735184669495,10413
103,195.6146290898323,10613
104,196.89520329236984,10813
105,194.92629939317703,11013
106,197.92708653211594,11213
107,205.40945655107498,11413
108,201.03853726387024,11613
109,207.96431297063828,11813
110,196.94156521558762,12013
111,197.6820468902588,12213
112,204.58533090353012,12413
113,194.6226822733879,12613
114,196.61387586593628,12802
115,193.97331017255783,13002
116,207.24434614181519,13202
117,207.5452325940132,13402
118,209.62414211034775,13602
119,200.84624028205872,13802
120,162.71042501926422,13954
121,165.75157058238983,14109
122,139.36870574951172,14235
123,162.8039027452469,14386
124,169.97008109092712,14542
125,148.4715178012848,14680
126,151.05639946460724,14818
127,155.45896744728088,14963
128,142.19993245601654,15092
129,134.43703043460846,15214
130,144.6639268398285,15345
131,185.18630242347717,15514
132,192.4182460308075,15690
133,214.94590747356415,15890
134,172.3401882648468,16045
135,194.55053627490997,16223
136,66.39200288057327,16290
137,181.43430948257446,16454
138,196.8102229833603,16632
139,179.38541901111603,16791
140,192.02080714702606,16959
141,205.90892326831818,17149
142,197.9694600701332,17323
143,210.84547901153564,17514
144,219.26909494400024,17713
145,219.94114059209824,17913
146,188.68827068805695,18084
147,171.81417214870453,18242
148,167.61621445417404,18396
149,201.12753653526306,18576
150,216.8746062517166,18776
151,211.17779648303986,18976
152,194.5991598367691,19176
153,196.43527156114578,19376
154,211.09831076860428,19576
155,196.81736999750137,19757
156,200.5919359922409,19939
157,212.009699344635,20133
158,86.17441761493683,20220
159,216.5653579235077,20420
160,202.58320432901382,20606
161,172.56310772895813,20758
162,185.8339821100235,20921
163,194.1402084827423,21091
164,184.19600820541382,21253
165,198.47605741024017,21428
166,183.58456242084503,21590
167,193.1384323835373,21760
168,194.78980326652527,21932
169,178.63280475139618,22087
170,130.53615146875381,22220
171,189.46582198143005,22389
172,190.1528263092041,22559
173,193.98201829195023,22734
174,207.15117394924164,22919
175,189.52333009243011,23088
176,219.50293028354645,23287
177,199.7195461988449,23467
178,189.9455382823944,23637
179,192.48838567733765,23810
180,188.86764073371887,23978
181,193.9563227891922,24178
182,203.74138283729553,24361
183,112.30331301689148,24474
184,222.12861144542694,24674
185,217.6914280653,24874
186,218.17298686504364,25074
187,178.08458352088928,25230
188,214.83160078525543,25422
189,169.79206955432892,25569
190,120.13695728778839,25690
191,177.5640094280243,25848
192,104.15876752138138,25952
193,107.96228867769241,26059
194,124.96388578414917,26180
195,141.4283223748207,26310
196,146.06682962179184,26444
197,216.4479177594185,26644
198,192.61962288618088,26817
199,124.83946096897125,26933
200,134.2428276538849,27057
201,149.22753202915192,27194
202,102.01951062679291,27294
203,87.01730537414551,27381
204,94.4650342464447,27476
205,219.68679958581924,27676
206,100.08461332321167,27776
207,83.34225863218307,27859
208,74.56362271308899,27934
209,141.85311126708984,28061
210,115.29998123645782,28170
211,195.68989551067352,28370
212,71.28701138496399,28441
213,72.28514271974564,28513
214,87.4295865893364,28598
215,100.8191670179367,28695
216,71.8167410492897,28766
217,79.55417323112488,28844
218,80.45958453416824,28924
219,80.55081295967102,29004
220,93.19809693098068,29095
221,85.31634473800659,29178
